Category,Region,Inventory Level,Price,Discount,Weather Condition,Promotion,Demand,Product_UID,Weekday
3,2,-1.1585743351005597,-0.06646445195431082,0.05323303201840997,0,0,-1.2586214208509185,S002_P0003,3
3,2,-1.0327659517443182,-0.8090426455892188,-0.601533261808033,0,0,-1.2358585279286036,S002_P0004,3
1,2,-1.0197512913971207,0.7319187161521584,-0.601533261808033,0,0,0.038863475721025185,S002_P0005,3
0,2,-0.7290905436430453,-0.06348818664916078,0.05323303201840997,0,0,0.0843892615656548,S002_P0006,3
4,2,-0.6206350407497336,-0.9752174584600901,-1.256299555634476,0,0,-0.41639438272527085,S002_P0007,3
3,2,-0.8158549459576947,-0.9913388955296522,-1.256299555634476,0,0,0.6079357987788953,S002_P0008,3
3,2,-1.2453387374152092,0.1354255445783596,-1.256299555634476,0,0,1.0176678713805616,S002_P0009,3
3,2,0.1342152593877161,0.7996287518443195,2.0175319134977387,0,1,2.7476477334764864,S002_P0010,3
3,2,-0.5642381792452115,0.5476382893416253,0.7079993258448529,0,1,0.5396471200119508,S002_P0011,3
1,2,-0.7290905436430453,-0.09151468493932288,0.7079993258448529,0,1,0.038863475721025185,S002_P0012,3
3,2,-0.9893837505869935,-1.2115825281107473,-1.256299555634476,0,0,-0.8716522411715669,S002_P0013,3
1,2,-0.8809282476936817,1.6052045611049008,0.05323303201840997,0,0,0.49412133416732124,S002_P0014,3
0,2,-1.0891628132488402,-0.10168359139858506,1.3627656196712958,0,1,0.8810905138466728,S002_P0015,3
0,2,-1.2453387374152092,0.943977619144091,-1.256299555634476,0,0,1.0404307643028765,S002_P0016,3
4,2,-0.8939429080408792,-1.2557304634704711,0.05323303201840997,0,0,-0.48468306149221524,S002_P0017,3
0,2,-0.624973260865466,-1.070457948224888,-0.601533261808033,0,0,-0.48468306149221524,S002_P0018,3
0,2,-0.8896046879251467,0.6091477723147236,-1.256299555634476,0,0,-0.279817025191382,S002_P0019,3
2,2,-0.8852664678094142,1.6141333570203509,-1.256299555634476,0,0,-0.9854667057831409,S002_P0020,3
4,0,-0.9286486689667389,-1.3284009413378821,-0.601533261808033,0,0,-0.5074459544145301,S003_P0001,3
3,0,-0.23019523033381134,-0.15376823423870892,0.05323303201840997,0,0,0.9266162996913024,S003_P0002,3
1,0,-0.6943847827171855,1.0059831463347146,-1.256299555634476,0,0,0.7217502633904692,S003_P0003,3
3,0,-0.8939429080408792,-1.2257197883102093,-1.256299555634476,0,0,-1.3041472066955482,S003_P0004,3
4,0,-0.3212978527641932,-1.221999456678772,0.05323303201840997,0,0,-0.8716522411715669,S003_P0005,3
4,0,-0.7204141034115804,-0.7100818241929837,-1.256299555634476,0,0,-0.5074459544145301,S003_P0006,3
3,0,-0.707399443064383,-1.3150077474647073,0.05323303201840997,0,0,0.4258326554003768,S003_P0007,3
0,0,-0.2215187901023464,1.5595684930926017,-0.601533261808033,0,0,0.9721420855359321,S003_P0008,3
3,0,-0.6813701223699882,-0.4156795810919028,0.05323303201840997,0,0,-0.18876545350212284,S003_P0009,3
3,0,-0.273577431491136,-0.9075074227679292,1.3627656196712958,0,1,-0.39363148980295604,S003_P0010,3
1,0,-1.2366622971837442,1.098495392903125,2.0175319134977387,0,1,1.1314823359921358,S003_P0011,3
2,0,-0.9503397695454012,0.5181236583988882,0.7079993258448529,0,1,-0.41639438272527085,S003_P0012,3
3,0,-1.2453387374152092,-0.004458924763687239,-1.256299555634476,0,0,-0.6895490977930485,S003_P0013,3
3,0,-0.18681302917648665,0.3693103931413915,-1.256299555634476,0,0,-1.4407245642294368,S003_P0014,3
3,0,-1.0935010333645727,0.7840033589922824,1.3627656196712958,0,1,1.6322659802830612,S003_P0015,3
1,0,-0.3256360728799257,1.42514051014333,-1.256299555634476,0,0,0.9721420855359321,S003_P0016,3
2,0,-0.5902674999396063,0.943977619144091,-0.601533261808033,0,0,-1.6228277076079554,S003_P0017,3
2,0,-0.2345334504495438,1.4549031631948295,0.05323303201840997,0,0,-0.5302088473368448,S003_P0018,3
3,0,-0.846222486767822,-0.31250238384670526,-0.601533261808033,0,0,-0.14323966765749324,S003_P0019,3
0,0,-0.3386507332271231,0.10541486941809756,-0.601533261808033,0,0,-0.48468306149221524,S003_P0020,3
3,3,-0.6813701223699882,-1.4050397729454926,0.05323303201840997,2,0,1.0631936572251912,S004_P0001,3
3,3,-0.30828319241699575,-1.131223364871699,-1.256299555634476,2,0,0.40306976247806203,S004_P0002,3
2,3,-0.9460015494296687,1.8239600610334212,-0.601533261808033,2,0,-0.735074883637678,S004_P0003,3
3,3,-0.8982811281566117,-0.7549738258789951,-0.601533261808033,2,0,-1.9870339943649922,S004_P0004,3
0,3,-0.846222486767822,0.36013357511717947,0.05323303201840997,2,0,1.4729257298268577,S004_P0005,3
3,3,-0.559899959129479,-0.7036332493651587,-0.601533261808033,2,0,0.4713584412450064,S004_P0006,3
3,3,-0.6293114809811985,-0.8053223139577814,-1.256299555634476,2,0,1.1542452289144505,S004_P0007,3
2,3,-0.28225387172260097,0.3712945700114918,-0.601533261808033,2,0,-1.531776135918696,S004_P0008,3
0,3,-0.8115167258419622,1.2611978962513213,0.05323303201840997,2,0,0.6534615846235249,S004_P0009,3
3,3,-0.7985020654947649,-1.128743143784074,1.3627656196712958,2,1,0.6534615846235249,S004_P0010,3
0,3,-0.6596790217913258,-0.12226942642587205,2.0175319134977387,2,1,2.0875238387293575,S004_P0011,3
1,3,-0.7551198643374402,0.6208048114265609,0.7079993258448529,2,1,-0.6667862048707337,S004_P0012,3
3,3,-1.1065156937117702,-1.1004686233851497,-1.256299555634476,2,0,0.6989873704681544,S004_P0013,3
2,3,-0.9937219707027259,2.6280477376414275,-1.256299555634476,2,0,-0.5984975261037893,S004_P0014,3
2,3,-0.347327173458588,0.1388978541010345,1.3627656196712958,2,1,-1.099281170394715,S004_P0015,3
2,3,-0.8939429080408792,1.3241955118769948,-1.256299555634476,2,0,-0.6212604190261041,S004_P0016,3
0,3,-0.5208559780878868,1.1885274183839103,-1.256299555634476,2,0,0.5624100129342656,S004_P0017,3
2,3,-0.8071785057262297,2.4745220523174436,-0.601533261808033,2,0,-0.5984975261037893,S004_P0018,3
0,3,-0.707399443064383,-0.05927181080019833,-0.601533261808033,2,0,0.7900389421574137,S004_P0019,3
2,3,-0.21284234987088146,1.130490244933487,-0.601533261808033,2,0,-1.3724358854624925,S004_P0020,3
3,1,-0.781149185031835,-1.4290979174954546,-1.256299555634476,1,0,-0.8716522411715669,S005_P0001,3
1,1,-1.2453387374152092,-0.7071055588878337,0.05323303201840997,1,0,-0.16600256057980803,S005_P0002,3
4,1,-0.8028402856104973,-0.9967953819224272,0.05323303201840997,1,0,-0.30257991811369683,S005_P0003,3
3,1,-0.5251941982036192,-1.52607456202159,0.05323303201840997,1,0,0.1299150474102844,S005_P0004,3
3,1,-0.9807073103555285,-1.3395619362321942,0.05323303201840997,1,0,-0.41639438272527085,S005_P0005,3
3,1,-0.28659209183833345,-0.30977414065031783,0.05323303201840997,1,0,0.061626368643339986,S005_P0006,3
3,1,-0.2779156516068685,-0.31250238384670526,-1.256299555634476,1,0,-2.4878176386559177,S005_P0007,3
3,1,-0.9676926500083312,-0.2616578515503938,0.05323303201840997,1,0,-0.43915727564758567,S005_P0008,3
3,1,-0.3299742929956581,0.8360880018324061,-1.256299555634476,1,0,-0.21152834642443763,S005_P0009,3
3,1,-1.2453387374152092,0.07366803949649861,0.05323303201840997,1,1,1.563977301516117,S005_P0010,3
1,1,-0.36468005392151787,-0.30134138895239293,1.3627656196712958,1,1,-1.1675698491616593,S005_P0011,3
2,1,-0.5555617390137465,1.530301884258628,0.05323303201840997,1,1,-0.07495098889054883,S005_P0012,3
3,1,-0.9720308701240636,0.15328313640925914,-0.601533261808033,1,0,0.1071521544879696,S005_P0013,3
2,1,-0.6813701223699882,2.2550224860626362,-0.601533261808033,1,0,-1.099281170394715,S005_P0014,3
3,1,-1.1412214546376298,-0.5917752783132738,0.7079993258448529,1,1,0.1071521544879696,S005_P0015,3
4,1,-0.9329868890824714,-0.8479821166649304,-1.256299555634476,1,0,-0.735074883637678,S005_P0016,3
4,1,-0.624973260865466,-0.9347898547318036,-0.601533261808033,1,0,-1.213095635006289,S005_P0017,3
0,1,-0.4774737769305621,-1.0101885757956017,0.05323303201840997,1,0,2.224101196263246,S005_P0018,3
2,1,-0.551223518898014,1.2423482159853716,0.05323303201840997,1,0,-1.190332742083974,S005_P0019,3
4,1,-0.5642381792452115,-1.059048931221813,0.05323303201840997,1,0,-1.0309924916277704,S005_P0020,3
1,1,-0.05666642570451255,-0.019092229180674488,0.7079993258448529,1,1,0.4258326554003768,S001_P0001,1
0,1,-0.6683554620227907,0.22322537108028237,-1.256299555634476,1,0,0.5396471200119508,S001_P0002,1
0,1,-1.2323240770680117,-0.4469303667959772,0.05323303201840997,1,1,-0.16600256057980803,S001_P0003,1
1,1,-0.7507816442217077,0.5560710410395499,-0.601533261808033,1,0,-1.1448069562393446,S001_P0004,1
3,1,-1.2453387374152092,-0.2765391780761435,2.0175319134977387,1,1,1.3363483722929688,S001_P0005,1
4,1,-0.9329868890824714,-0.8172273751783813,0.7079993258448529,1,1,-0.48468306149221524,S001_P0006,1
3,1,-1.2453387374152092,-1.128743143784074,-0.601533261808033,1,0,-0.279817025191382,S001_P0007,1
1,1,-0.5295324183193517,-0.6689101541384095,-1.256299555634476,1,0,-1.1220440633170297,S001_P0008,1
0,1,-0.6379879212126635,0.7138131022124962,-1.256299555634476,1,0,-0.09771388181286363,S001_P0009,1
2,1,-1.1715889954477572,1.719294731135648,-1.256299555634476,1,0,-0.7123119907153632,S001_P0010,1
2,1,-0.5772528395924089,2.0563567769438778,0.05323303201840997,1,0,-0.6212604190261041,S001_P0011,1
3,1,-0.31262141253272824,0.48389660738966406,1.3627656196712958,1,1,1.996472267040098,S001_P0012,1
4,1,-0.45144445623616725,-0.9814180111791524,-1.256299555634476,1,0,-1.1220440633170297,S001_P0013,1
3,1,-1.0284277316285857,0.3018483795579931,-0.601533261808033,1,0,0.4713584412450064,S001_P0014,1
4,1,-0.6813701223699882,-1.311783460050795,-1.256299555634476,1,0,-0.6212604190261041,S001_P0015,1
3,1,-1.2453387374152092,-0.5880549466818364,0.7079993258448529,1,1,1.8143691236615798,S001_P0016,1
4,1,-0.8722518074622168,-1.155281509421661,-1.256299555634476,1,0,-0.7578377765599928,S001_P0017,1
3,1,-0.43842979588896985,0.06945166364753617,-1.256299555634476,1,0,0.5396471200119508,S001_P0018,1
2,1,-0.44276801600470234,0.8656026327751428,0.05323303201840997,1,0,-1.0309924916277704,S001_P0019,1
2,1,-0.6510025815598609,0.6307256957770607,2.0175319134977387,1,1,-0.8261264553269373,S001_P0020,1
3,2,-1.2453387374152092,0.37203863633777895,1.3627656196712958,0,1,1.7233175519723205,S002_P0001,1
4,2,-0.35600361369005296,-0.8854334550880671,-0.601533261808033,0,0,-0.30257991811369683,S002_P0002,1
3,2,-1.2453387374152092,0.004469871151762543,0.05323303201840997,0,1,-0.6667862048707337,S002_P0003,1
3,2,-1.206294756373617,-0.7817602136253445,-1.256299555634476,0,0,-1.3724358854624925,S002_P0004,1
1,2,-1.2453387374152092,0.856673836859693,0.05323303201840997,0,1,0.8355647280020433,S002_P0005,1
0,2,-0.6379879212126635,-0.05604752338628602,2.0175319134977387,0,1,1.6095030873607465,S002_P0006,1
4,2,-1.0327659517443182,-1.027302101300214,-1.256299555634476,0,0,-0.5529717402591596,S002_P0007,1
3,2,-0.5815910597081414,-0.9620722866956778,-1.256299555634476,0,0,0.9266162996913024,S002_P0008,1
3,2,-0.11740150732476713,-0.02702893666107414,0.05323303201840997,0,0,0.7217502633904692,S002_P0009,1
3,2,-0.6423261413283959,0.4156905274799781,0.05323303201840997,0,0,-0.18876545350212284,S002_P0010,1
3,2,-1.1498978948690948,1.0044950136821396,-1.256299555634476,0,0,0.6989873704681544,S002_P0011,1
1,2,-1.0544570523229806,0.01811108713369966,1.3627656196712958,0,1,1.0176678713805616,S002_P0012,1
3,2,-1.1846036557949546,-1.2701157457786958,0.05323303201840997,0,0,-0.9854667057831409,S002_P0013,1
1,2,-1.2453387374152092,1.3896733485902932,0.05323303201840997,0,0,-0.006662310123604419,S002_P0014,1
0,2,-1.2453387374152092,0.13195323505568465,0.05323303201840997,0,0,1.0176678713805616,S002_P0015,1
0,2,0.15590635996637844,0.004469871151762543,2.0175319134977387,0,1,-0.09771388181286363,S002_P0016,1
4,2,-1.1672507753320247,-1.2123265944370347,-1.256299555634476,0,0,-0.5984975261037893,S002_P0017,1
0,2,-0.568576399360944,-0.9965473598136646,0.05323303201840997,0,0,0.31201819078880283,S002_P0018,1
0,2,-1.1759272155634897,0.6860346260310971,-0.601533261808033,0,0,0.7217502633904692,S002_P0019,1
2,2,-1.2193094167208143,0.338803673763605,2.0175319134977387,0,1,-2.078085566054251,S002_P0020,1
4,0,-0.4080622550788426,-1.2522581539477964,0.05323303201840997,0,1,1.2452968006037097,S003_P0001,1
3,0,-0.9893837505869935,-0.21974211516953232,-1.256299555634476,0,0,-0.21152834642443763,S003_P0002,1
1,0,-0.5425470786665492,0.8137660120437814,0.05323303201840997,0,1,1.4046370510599133,S003_P0003,1
3,0,-1.0631334925544456,-1.201413621651485,0.05323303201840997,0,0,-0.32534281103601165,S003_P0004,1
4,0,-0.5772528395924089,-1.2783004753678582,0.7079993258448529,0,1,-0.9399409199385113,S003_P0005,1
4,0,-0.6076203804025362,-1.009196487360552,0.7079993258448529,0,1,-1.668353493452585,S003_P0006,1
3,0,-1.2453387374152092,-1.3209602780750072,-0.601533261808033,0,0,-0.09771388181286363,S003_P0007,1
0,0,-0.7464434241059752,1.3485016785357193,0.05323303201840997,0,0,0.4713584412450064,S003_P0008,1
3,0,-0.6466643614441284,-0.30729391956269286,0.05323303201840997,0,0,0.40306976247806203,S003_P0009,1
3,0,-0.6726936821385232,-0.4193999127233404,-0.601533261808033,0,0,1.9737093741177834,S003_P0010,1
1,0,0.025759756494404363,0.8971014405879795,-0.601533261808033,0,0,-1.099281170394715,S003_P0011,1
2,0,-0.6510025815598609,0.5992268879642241,2.0175319134977387,0,1,0.7900389421574137,S003_P0012,1
3,0,-1.2453387374152092,0.6123720597286363,-1.256299555634476,0,0,1.19977101475908,S003_P0013,1
