Category,Region,Inventory Level,Price,Discount,Weather Condition,Promotion,Demand,Product_UID,Weekday
Toys,South,233,25.47,10,Cloudy,0,93,S002_P0007,Saturday
Groceries,South,124,25.63,5,Cloudy,0,112,S002_P0008,Saturday
Groceries,South,131,64.84,10,Cloudy,0,145,S002_P0009,Saturday
Groceries,South,242,117.17,5,Cloudy,0,195,S002_P0010,Saturday
Groceries,South,206,84.71,10,Cloudy,0,79,S002_P0011,Saturday
Electronics,South,197,78.86,0,Cloudy,0,122,S002_P0012,Saturday
Groceries,South,152,21.76,10,Cloudy,0,109,S002_P0013,Saturday
Electronics,South,153,100.18,10,Cloudy,1,63,S002_P0014,Saturday
Clothing,South,106,65.19,10,Cloudy,0,96,S002_P0015,Saturday
Clothing,South,113,111.87,5,Cloudy,0,194,S002_P0016,Saturday
Toys,South,153,18.89,5,Cloudy,0,65,S002_P0017,Saturday
Clothing,South,126,27.67,0,Cloudy,0,79,S002_P0018,Saturday
Clothing,South,164,83.09,10,Cloudy,0,96,S002_P0019,Saturday
Furniture,South,126,125.8,0,Cloudy,0,53,S002_P0020,Saturday
Toys,East,182,16.85,10,Sunny,0,112,S003_P0001,Saturday
Groceries,East,290,50.42,10,Sunny,1,82,S003_P0002,Saturday
Electronics,East,122,83.17,20,Sunny,1,126,S003_P0003,Saturday
Groceries,East,203,26.29,5,Sunny,0,158,S003_P0004,Saturday
Toys,East,253,19.8,5,Sunny,0,57,S003_P0005,Saturday
Toys,East,227,44.64,0,Sunny,0,136,S003_P0006,Saturday
Groceries,East,247,18.65,0,Sunny,0,142,S003_P0007,Saturday
Clothing,East,297,113.01,0,Sunny,0,89,S003_P0008,Saturday
Groceries,East,226,56.32,5,Sunny,0,126,S003_P0009,Saturday
Groceries,East,167,36.21,10,Sunny,0,106,S003_P0010,Saturday
Electronics,East,159,131.16,10,Sunny,0,149,S003_P0011,Saturday
Furniture,East,126,105.94,0,Sunny,0,80,S003_P0012,Saturday
Groceries,East,105,86.78,10,Sunny,0,176,S003_P0013,Saturday
Groceries,East,271,61.69,25,Sunny,1,44,S003_P0014,Saturday
Groceries,East,166,98.46,10,Sunny,0,133,S003_P0015,Saturday
Electronics,East,292,94.11,10,Sunny,0,108,S003_P0016,Saturday
Furniture,East,204,112.23,10,Sunny,0,82,S003_P0017,Saturday
Furniture,East,289,134.95,5,Sunny,0,75,S003_P0018,Saturday
Groceries,East,201,59.71,0,Sunny,0,123,S003_P0019,Saturday
Clothing,East,250,65.81,5,Sunny,0,61,S003_P0020,Saturday
Groceries,West,215,10.47,0,Snowy,0,81,S004_P0001,Saturday
Groceries,West,283,19.12,10,Snowy,1,112,S004_P0002,Saturday
Furniture,West,161,134.16,20,Snowy,1,114,S004_P0003,Saturday
Groceries,West,168,51.64,0,Snowy,0,86,S004_P0004,Saturday
Clothing,West,289,89.23,10,Snowy,0,183,S004_P0005,Saturday
Groceries,West,206,35.33,0,Snowy,0,73,S004_P0006,Saturday
Groceries,West,185,24.34,5,Snowy,0,65,S004_P0007,Saturday
Furniture,West,281,100.64,0,Snowy,0,80,S004_P0008,Saturday
Clothing,West,206,110.47,5,Snowy,0,98,S004_P0009,Saturday
Groceries,West,223,30.02,0,Snowy,0,128,S004_P0010,Saturday
Clothing,West,195,52.89,0,Snowy,0,61,S004_P0011,Saturday
Electronics,West,111,118.15,0,Snowy,0,103,S004_P0012,Saturday
Groceries,West,136,20.24,10,Snowy,0,110,S004_P0013,Saturday
Furniture,West,110,148.46,10,Snowy,1,70,S004_P0014,Saturday
Furniture,West,249,86.47,5,Snowy,0,44,S004_P0015,Saturday
Furniture,West,155,110.39,10,Snowy,0,71,S004_P0016,Saturday
Clothing,West,232,84.83,10,Snowy,0,85,S004_P0017,Saturday
Furniture,West,165,141.31,10,Snowy,0,67,S004_P0018,Saturday
Clothing,West,146,56.86,10,Snowy,0,111,S004_P0019,Saturday
Furniture,West,290,124.97,10,Snowy,0,76,S004_P0020,Saturday
Groceries,North,182,11.46,5,Snowy,0,84,S005_P0001,Saturday
Electronics,North,131,48.68,10,Snowy,1,186,S005_P0002,Saturday
Toys,North,247,29.57,20,Snowy,1,143,S005_P0003,Saturday
Groceries,North,195,7.45,10,Snowy,0,121,S005_P0004,Saturday
Groceries,North,187,20.02,0,Snowy,0,148,S005_P0005,Saturday
Groceries,North,280,53.49,5,Snowy,0,67,S005_P0006,Saturday
Groceries,North,297,82.73,0,Snowy,0,85,S005_P0007,Saturday
Groceries,North,229,73.42,0,Snowy,0,149,S005_P0008,Saturday
Groceries,North,270,94.75,0,Snowy,0,94,S005_P0009,Saturday
Groceries,North,132,70.86,0,Snowy,0,136,S005_P0010,Saturday
Electronics,North,220,62.12,0,Snowy,0,15,S005_P0011,Saturday
Furniture,North,230,133.86,5,Snowy,0,84,S005_P0012,Saturday
Groceries,North,145,71.03,10,Snowy,0,116,S005_P0013,Saturday
Furniture,North,193,161.18,10,Snowy,1,82,S005_P0014,Saturday
Groceries,North,132,44.36,10,Snowy,0,93,S005_P0015,Saturday
Toys,North,131,32.84,0,Snowy,0,76,S005_P0016,Saturday
Toys,North,159,33.04,10,Snowy,0,88,S005_P0017,Saturday
Clothing,North,245,22.41,0,Snowy,0,88,S005_P0018,Saturday
Furniture,North,202,119.15,10,Snowy,0,47,S005_P0019,Saturday
Toys,North,131,28.66,10,Snowy,0,104,S005_P0020,Saturday
Electronics,North,93,65.63,5,Snowy,0,84,S001_P0001,Sunday
Clothing,North,249,74.44,10,Snowy,0,175,S001_P0002,Sunday
Clothing,North,133,66.15,0,Snowy,0,156,S001_P0003,Sunday
Electronics,North,94,91.64,10,Snowy,0,78,S001_P0004,Sunday
Groceries,North,87,63.35,0,Snowy,0,103,S001_P0005,Sunday
Toys,North,149,36.93,5,Snowy,0,65,S001_P0006,Sunday
Groceries,North,37,27.22,0,Snowy,0,127,S001_P0007,Sunday
Electronics,North,202,37.38,5,Snowy,0,58,S001_P0008,Sunday
Clothing,North,166,93.21,10,Snowy,0,126,S001_P0009,Sunday
Furniture,North,122,129.03,10,Snowy,1,107,S001_P0010,Sunday
Furniture,North,164,175.19,10,Snowy,1,130,S001_P0011,Sunday
Groceries,North,168,96.27,10,Snowy,1,187,S001_P0012,Sunday
Toys,North,166,32.72,10,Snowy,0,107,S001_P0013,Sunday
Groceries,North,131,70.94,0,Snowy,0,75,S001_P0014,Sunday
Toys,North,138,15.17,10,Snowy,1,110,S001_P0015,Sunday
Groceries,North,25,35.58,0,Snowy,0,59,S001_P0016,Sunday
Toys,North,69,17.76,10,Snowy,0,42,S001_P0017,Sunday
Groceries,North,203,66.33,10,Snowy,0,144,S001_P0018,Sunday
Furniture,North,220,93.29,10,Snowy,0,52,S001_P0019,Sunday
Furniture,North,230,119.87,10,Snowy,0,92,S001_P0020,Sunday
Groceries,South,0,86.71,10,Cloudy,0,137,S002_P0001,Sunday
Toys,South,74,31.7,0,Cloudy,0,82,S002_P0002,Sunday
Groceries,South,20,66.64,10,Cloudy,0,58,S002_P0003,Sunday
Groceries,South,49,36.7,5,Cloudy,0,59,S002_P0004,Sunday
Electronics,South,52,98.83,5,Cloudy,0,115,S002_P0005,Sunday
Clothing,South,119,66.76,10,Cloudy,0,117,S002_P0006,Sunday
Toys,South,144,30.0,0,Cloudy,0,95,S002_P0007,Sunday
Groceries,South,99,29.35,0,Cloudy,0,140,S002_P0008,Sunday
Groceries,South,0,74.78,0,Cloudy,0,158,S002_P0009,Sunday
Groceries,South,318,101.56,25,Cloudy,1,234,S002_P0010,Sunday
Groceries,South,157,91.4,15,Cloudy,1,137,S002_P0011,Sunday
Electronics,South,119,65.63,15,Cloudy,1,115,S002_P0012,Sunday
Groceries,South,59,20.47,0,Cloudy,0,75,S002_P0013,Sunday
Electronics,South,84,134.04,10,Cloudy,0,135,S002_P0014,Sunday
Clothing,South,36,65.22,20,Cloudy,1,152,S002_P0015,Sunday
Clothing,South,0,107.38,0,Cloudy,0,159,S002_P0016,Sunday
Toys,South,81,18.69,10,Cloudy,0,92,S002_P0017,Sunday
Clothing,South,143,26.16,5,Cloudy,0,92,S002_P0018,Sunday
Clothing,South,82,93.88,0,Cloudy,0,101,S002_P0019,Sunday
Furniture,South,83,134.4,0,Cloudy,0,70,S002_P0020,Sunday
Toys,East,73,15.76,5,Cloudy,0,91,S003_P0001,Sunday
Groceries,East,234,63.12,10,Cloudy,0,154,S003_P0002,Sunday
Electronics,East,127,109.88,0,Cloudy,0,145,S003_P0003,Sunday
Groceries,East,81,19.9,0,Cloudy,0,56,S003_P0004,Sunday
Toys,East,213,20.05,10,Cloudy,0,75,S003_P0005,Sunday
Toys,East,121,40.69,0,Cloudy,0,91,S003_P0006,Sunday
Groceries,East,124,16.3,10,Cloudy,0,132,S003_P0007,Sunday
Clothing,East,236,132.2,5,Cloudy,0,156,S003_P0008,Sunday
Groceries,East,130,52.56,10,Cloudy,0,105,S003_P0009,Sunday
Groceries,East,224,32.73,20,Cloudy,1,96,S003_P0010,Sunday
Electronics,East,2,113.61,25,Cloudy,1,163,S003_P0011,Sunday
Furniture,East,68,90.21,15,Cloudy,1,95,S003_P0012,Sunday
Groceries,East,0,69.14,0,Cloudy,0,83,S003_P0013,Sunday
Groceries,East,244,84.21,0,Cloudy,0,50,S003_P0014,Sunday
Groceries,East,35,100.93,20,Cloudy,1,185,S003_P0015,Sunday
Electronics,East,212,126.78,0,Cloudy,0,156,S003_P0016,Sunday
Furniture,East,151,107.38,5,Cloudy,0,42,S003_P0017,Sunday
Furniture,East,233,127.98,10,Cloudy,0,90,S003_P0018,Sunday
Groceries,East,92,56.72,5,Cloudy,0,107,S003_P0019,Sunday
Clothing,East,209,73.57,5,Cloudy,0,92,S003_P0020,Sunday
Groceries,West,130,12.67,10,Sunny,0,160,S004_P0001,Sunday
Groceries,West,216,23.71,0,Sunny,0,131,S004_P0002,Sunday
Furniture,West,69,142.86,5,Sunny,0,81,S004_P0003,Sunday
Groceries,West,80,38.88,5,Sunny,0,26,S004_P0004,Sunday
Clothing,West,92,83.84,10,Sunny,0,178,S004_P0005,Sunday
Groceries,West,158,40.95,5,Sunny,0,134,S004_P0006,Sunday
Groceries,West,142,36.85,0,Sunny,0,164,S004_P0007,Sunday
Furniture,West,222,84.29,5,Sunny,0,46,S004_P0008,Sunday
Clothing,West,100,120.17,10,Sunny,0,142,S004_P0009,Sunday
Groceries,West,103,23.81,20,Sunny,1,142,S004_P0010,Sunday
Clothing,West,135,64.39,25,Sunny,1,205,S004_P0011,Sunday
Electronics,West,113,94.35,15,Sunny,1,84,S004_P0012,Sunday
Groceries,West,32,24.95,0,Sunny,0,144,S004_P0013,Sunday
Furniture,West,58,175.28,0,Sunny,0,87,S004_P0014,Sunday
Furniture,West,207,74.92,20,Sunny,1,65,S004_P0015,Sunday
Furniture,West,81,122.71,0,Sunny,0,86,S004_P0016,Sunday
Clothing,West,167,117.24,0,Sunny,0,138,S004_P0017,Sunday
Furniture,West,101,169.09,5,Sunny,0,87,S004_P0018,Sunday
Clothing,West,124,66.93,5,Sunny,0,148,S004_P0019,Sunday
Furniture,West,238,114.9,5,Sunny,0,53,S004_P0020,Sunday
Groceries,North,107,11.7,0,Snowy,0,75,S005_P0001,Sunday
Electronics,North,0,40.81,10,Snowy,0,106,S005_P0002,Sunday
Toys,North,102,29.13,10,Snowy,0,100,S005_P0003,Sunday
Groceries,North,166,7.79,10,Snowy,0,119,S005_P0004,Sunday
Groceries,North,61,15.31,10,Snowy,0,95,S005_P0005,Sunday
Groceries,North,221,56.83,10,Snowy,0,116,S005_P0006,Sunday
Groceries,North,223,56.72,0,Snowy,0,4,S005_P0007,Sunday
Groceries,North,64,58.77,10,Snowy,0,94,S005_P0008,Sunday
Groceries,North,211,103.03,0,Snowy,0,104,S005_P0009,Sunday
Groceries,North,0,72.29,10,Snowy,1,182,S005_P0010,Sunday
Electronics,North,203,57.17,20,Snowy,1,62,S005_P0011,Sunday
Furniture,North,159,131.02,10,Snowy,1,110,S005_P0012,Sunday
Groceries,North,63,75.5,5,Snowy,0,118,S005_P0013,Sunday
Furniture,North,130,160.24,5,Snowy,0,65,S005_P0014,Sunday
Groceries,North,24,45.46,15,Snowy,1,118,S005_P0015,Sunday
Toys,North,72,35.13,0,Snowy,0,81,S005_P0016,Sunday
Toys,North,143,31.63,5,Snowy,0,60,S005_P0017,Sunday
Clothing,North,177,28.59,10,Snowy,0,211,S005_P0018,Sunday
Furniture,North,160,119.41,10,Snowy,0,61,S005_P0019,Sunday
Toys,North,157,26.62,10,Snowy,0,68,S005_P0020,Sunday
Electronics,North,274,68.55,15,Snowy,1,132,S001_P0001,Monday
Clothing,North,133,78.32,0,Snowy,0,137,S001_P0002,Monday
Clothing,North,3,51.3,10,Snowy,1,106,S001_P0003,Monday
Electronics,North,114,91.74,5,Snowy,0,63,S001_P0004,Monday
Groceries,North,0,58.17,25,Snowy,1,172,S001_P0005,Monday
Toys,North,72,36.37,15,Snowy,1,92,S001_P0006,Monday
Groceries,North,0,23.81,5,Snowy,0,101,S001_P0007,Monday
Electronics,North,165,42.35,0,Snowy,0,64,S001_P0008,Monday
Clothing,North,140,98.1,0,Snowy,0,109,S001_P0009,Monday
Furniture,North,17,138.64,0,Snowy,0,82,S001_P0010,Monday
Furniture,North,154,152.23,10,Snowy,0,86,S001_P0011,Monday
Groceries,North,215,88.83,20,Snowy,1,201,S001_P0012,Monday
Toys,North,183,29.75,0,Snowy,0,64,S001_P0013,Monday
Groceries,North,50,81.49,5,Snowy,0,134,S001_P0014,Monday
Toys,North,130,16.43,0,Snowy,0,86,S001_P0015,Monday
Groceries,North,0,45.61,15,Snowy,1,193,S001_P0016,Monday
Toys,North,86,22.74,0,Snowy,0,80,S001_P0017,Monday
Groceries,North,186,72.12,0,Snowy,0,137,S001_P0018,Monday
Furniture,North,185,104.22,10,Snowy,0,68,S001_P0019,Monday
Furniture,North,137,94.75,25,Snowy,1,77,S001_P0020,Monday
Groceries,South,0,84.32,20,Cloudy,1,189,S002_P0001,Monday
Toys,South,205,33.62,5,Cloudy,0,100,S002_P0002,Monday
Groceries,South,0,69.5,10,Cloudy,1,84,S002_P0003,Monday
Groceries,South,9,37.8,0,Cloudy,0,53,S002_P0004,Monday
Electronics,South,0,103.86,10,Cloudy,1,150,S002_P0005,Monday
Clothing,South,140,67.06,25,Cloudy,1,184,S002_P0006,Monday
Toys,South,49,27.9,0,Cloudy,0,89,S002_P0007,Monday
Groceries,South,153,30.53,0,Cloudy,0,154,S002_P0008,Monday
Groceries,South,260,68.23,10,Cloudy,0,145,S002_P0009,Monday
Groceries,South,139,86.08,10,Cloudy,0,105,S002_P0010,Monday
Groceries,South,22,109.82,0,Cloudy,0,144,S002_P0011,Monday
Electronics,South,44,70.05,20,Cloudy,1,158,S002_P0012,Monday
Groceries,South,14,18.11,10,Cloudy,0,70,S002_P0013,Monday
Electronics,South,0,125.35,10,Cloudy,0,113,S002_P0014,Monday
Clothing,South,0,74.64,10,Cloudy,0,158,S002_P0015,Monday
Clothing,South,323,69.5,25,Cloudy,1,109,S002_P0016,Monday
Toys,South,18,20.44,0,Cloudy,0,87,S002_P0017,Monday
Clothing,South,156,29.14,10,Cloudy,0,127,S002_P0018,Monday
Clothing,South,16,96.98,5,Cloudy,0,145,S002_P0019,Monday
Furniture,South,6,82.98,25,Cloudy,1,22,S002_P0020,Monday
Toys,East,193,18.83,10,Cloudy,1,168,S003_P0001,Monday
Groceries,East,59,60.46,0,Cloudy,0,104,S003_P0002,Monday
Electronics,East,162,102.13,10,Cloudy,1,175,S003_P0003,Monday
Groceries,East,42,20.88,10,Cloudy,0,99,S003_P0004,Monday
Toys,East,154,17.78,15,Cloudy,1,72,S003_P0005,Monday
Toys,East,147,28.63,15,Cloudy,1,40,S003_P0006,Monday
Groceries,East,0,16.06,5,Cloudy,0,109,S003_P0007,Monday
Clothing,East,115,123.69,10,Cloudy,0,134,S003_P0008,Monday
Groceries,East,138,56.93,10,Cloudy,0,131,S003_P0009,Monday
Groceries,East,132,52.41,5,Cloudy,0,200,S003_P0010,Monday
Electronics,East,293,105.49,5,Cloudy,0,65,S003_P0011,Monday
Furniture,East,137,93.48,25,Cloudy,1,148,S003_P0012,Monday
Groceries,East,0,94.01,0,Cloudy,0,166,S003_P0013,Monday
Groceries,East,192,89.29,5,Cloudy,0,95,S003_P0014,Monday
Groceries,East,0,81.54,0,Cloudy,0,47,S003_P0015,Monday
Electronics,East,86,87.62,25,Cloudy,1,127,S003_P0016,Monday
Furniture,East,114,114.31,0,Cloudy,0,58,S003_P0017,Monday
Furniture,East,168,125.69,5,Cloudy,0,70,S003_P0018,Monday
Groceries,East,95,65.05,0,Cloudy,0,134,S003_P0019,Monday
Clothing,East,149,77.03,20,Cloudy,1,184,S003_P0020,Monday
Groceries,West,0,12.83,15,Sunny,1,207,S004_P0001,Monday
Groceries,West,95,18.58,10,Sunny,0,88,S004_P0002,Monday
Furniture,West,0,126.27,20,Sunny,1,111,S004_P0003,Monday
Groceries,West,60,55.0,0,Sunny,0,90,S004_P0004,Monday
Clothing,West,152,71.68,15,Sunny,1,125,S004_P0005,Monday
Groceries,West,171,29.24,25,Sunny,1,118,S004_P0006,Monday
Groceries,West,0,29.23,0,Sunny,0,88,S004_P0007,Monday
Furniture,West,194,98.36,10,Sunny,0,89,S004_P0008,Monday
Clothing,West,0,128.21,0,Sunny,0,129,S004_P0009,Monday
Groceries,West,0,25.38,10,Sunny,0,124,S004_P0010,Monday
Clothing,West,5,69.83,10,Sunny,0,166,S004_P0011,Monday
Electronics,West,94,114.62,25,Sunny,1,173,S004_P0012,Monday
Groceries,West,0,22.69,0,Sunny,0,113,S004_P0013,Monday
Furniture,West,122,151.73,10,Sunny,0,62,S004_P0014,Monday
Furniture,West,135,85.0,10,Sunny,0,67,S004_P0015,Monday
Furniture,West,14,116.65,10,Sunny,1,102,S004_P0016,Monday
Clothing,West,217,105.0,5,Sunny,0,136,S004_P0017,Monday
Furniture,West,111,185.13,10,Sunny,0,133,S004_P0018,Monday
Clothing,West,162,55.99,0,Sunny,0,75,S004_P0019,Monday
Furniture,West,182,111.07,25,Sunny,1,95,S004_P0020,Monday
Groceries,North,224,10.87,15,Snowy,1,117,S005_P0001,Monday
Electronics,North,0,38.42,10,Snowy,0,104,S005_P0002,Monday
Toys,North,124,29.53,10,Snowy,1,120,S005_P0003,Monday
Groceries,North,198,6.37,10,Snowy,0,60,S005_P0004,Monday
Groceries,North,344,15.19,20,Snowy,1,130,S005_P0005,Monday
Groceries,North,99,57.2,20,Snowy,1,159,S005_P0006,Monday
Groceries,North,220,77.66,5,Snowy,0,81,S005_P0007,Monday
Groceries,North,103,54.45,5,Snowy,0,58,S005_P0008,Monday
Groceries,North,131,98.97,0,Snowy,0,108,S005_P0009,Monday
Groceries,North,0,67.22,10,Snowy,0,174,S005_P0010,Monday
Electronics,North,152,75.78,10,Snowy,0,93,S005_P0011,Monday
Furniture,North,42,143.23,10,Snowy,1,122,S005_P0012,Monday
Groceries,North,0,74.98,0,Snowy,0,100,S005_P0013,Monday
Furniture,North,83,178.05,0,Snowy,0,95,S005_P0014,Monday
Groceries,North,203,50.38,5,Snowy,0,116,S005_P0015,Monday
Toys,North,0,41.54,10,Snowy,1,171,S005_P0016,Monday
Toys,North,82,40.18,0,Snowy,0,115,S005_P0017,Monday
Clothing,North,239,18.73,10,Snowy,0,67,S005_P0018,Monday
Furniture,North,123,129.42,5,Snowy,0,68,S005_P0019,Monday
Toys,North,101,25.7,10,Snowy,1,72,S005_P0020,Monday
Electronics,North,132,61.66,10,Snowy,0,67,S001_P0001,Tuesday
Clothing,North,159,69.87,0,Snowy,0,116,S001_P0002,Tuesday
Clothing,North,0,46.51,20,Snowy,1,96,S001_P0003,Tuesday
Electronics,North,242,88.09,5,Snowy,0,52,S001_P0004,Tuesday
Groceries,North,0,52.34,20,Snowy,1,129,S001_P0005,Tuesday
Toys,North,0,37.81,10,Snowy,0,86,S001_P0006,Tuesday
Groceries,North,0,25.59,20,Snowy,1,185,S001_P0007,Tuesday
Electronics,North,109,43.67,10,Snowy,0,119,S001_P0008,Tuesday
Clothing,North,161,81.46,15,Snowy,1,101,S001_P0009,Tuesday
Furniture,North,0,133.12,0,Snowy,0,71,S001_P0010,Tuesday
Furniture,North,356,151.43,10,Snowy,0,70,S001_P0011,Tuesday
Groceries,North,447,75.21,10,Snowy,1,101,S001_P0012,Tuesday
Toys,North,136,28.99,25,Snowy,1,126,S001_P0013,Tuesday
Groceries,North,479,76.99,10,Snowy,1,133,S001_P0014,Tuesday
Toys,North,118,15.01,0,Snowy,0,75,S001_P0015,Tuesday
Groceries,North,372,40.46,0,Snowy,0,111,S001_P0016,Tuesday
Toys,North,121,18.23,10,Snowy,1,62,S001_P0017,Tuesday
Groceries,North,167,57.88,10,Snowy,1,100,S001_P0018,Tuesday
Furniture,North,137,109.44,5,Snowy,0,80,S001_P0019,Tuesday
Furniture,North,52,127.11,10,Snowy,0,110,S001_P0020,Tuesday
Groceries,South,331,103.11,0,Cloudy,0,180,S002_P0001,Tuesday
Toys,South,141,29.92,10,Cloudy,0,96,S002_P0002,Tuesday
Groceries,South,596,68.92,25,Cloudy,1,139,S002_P0003,Tuesday
Groceries,South,339,37.63,10,Cloudy,0,80,S002_P0004,Tuesday
Electronics,South,0,74.22,15,Cloudy,1,64,S002_P0005,Tuesday
Clothing,South,172,71.52,0,Cloudy,0,106,S002_P0006,Tuesday
Toys,South,226,28.57,10,Cloudy,1,112,S002_P0007,Tuesday
Groceries,South,182,26.73,0,Cloudy,0,109,S002_P0008,Tuesday
Groceries,South,389,63.42,20,Cloudy,1,161,S002_P0009,Tuesday
Groceries,South,130,81.42,10,Cloudy,0,88,S002_P0010,Tuesday
Groceries,South,191,94.34,10,Cloudy,0,128,S002_P0011,Tuesday
Electronics,South,0,74.94,10,Cloudy,1,140,S002_P0012,Tuesday
Groceries,South,331,16.91,20,Cloudy,1,69,S002_P0013,Tuesday
Electronics,South,0,124.24,15,Cloudy,1,146,S002_P0014,Tuesday
Clothing,South,0,65.07,5,Cloudy,0,95,S002_P0015,Tuesday
Clothing,South,470,93.55,5,Cloudy,0,129,S002_P0016,Tuesday
Toys,South,196,17.01,25,Cloudy,1,119,S002_P0017,Tuesday
Clothing,South,181,34.99,10,Cloudy,1,214,S002_P0018,Tuesday
Clothing,South,0,95.83,10,Cloudy,0,160,S002_P0019,Tuesday
Furniture,South,132,143.16,5,Cloudy,0,104,S002_P0020,Tuesday
Toys,East,76,15.15,10,Sunny,0,95,S003_P0001,Tuesday
Groceries,East,236,65.96,0,Sunny,0,132,S003_P0002,Tuesday
Electronics,East,197,110.35,10,Sunny,1,185,S003_P0003,Tuesday
Groceries,East,518,19.87,5,Sunny,0,55,S003_P0004,Tuesday
Toys,East,106,21.41,20,Sunny,1,149,S003_P0005,Tuesday
Toys,East,120,40.83,0,Sunny,0,107,S003_P0006,Tuesday
Groceries,East,0,16.12,20,Sunny,1,170,S003_P0007,Tuesday
Clothing,East,307,131.49,10,Sunny,0,156,S003_P0008,Tuesday
Groceries,East,168,43.15,25,Sunny,1,116,S003_P0009,Tuesday
Groceries,East,178,42.18,5,Sunny,0,138,S003_P0010,Tuesday
Electronics,East,617,142.09,0,Sunny,0,140,S003_P0011,Tuesday
Furniture,East,224,87.64,20,Sunny,1,90,S003_P0012,Tuesday
Groceries,East,0,66.9,25,Sunny,1,166,S003_P0013,Tuesday
Groceries,East,128,101.6,25,Sunny,1,227,S003_P0014,Tuesday
Groceries,East,0,132.02,5,Sunny,0,203,S003_P0015,Tuesday
Electronics,East,289,105.97,5,Sunny,0,112,S003_P0016,Tuesday
Furniture,East,63,138.36,10,Sunny,1,148,S003_P0017,Tuesday
Furniture,East,125,123.23,20,Sunny,1,115,S003_P0018,Tuesday
Groceries,East,139,55.43,0,Sunny,0,99,S003_P0019,Tuesday
Clothing,East,0,80.2,0,Sunny,0,103,S003_P0020,Tuesday
Groceries,West,0,10.55,0,Cloudy,0,83,S004_P0001,Tuesday
Groceries,West,245,24.76,0,Cloudy,0,164,S004_P0002,Tuesday
Furniture,West,407,165.54,10,Cloudy,1,144,S004_P0003,Tuesday
Groceries,West,258,46.09,10,Cloudy,0,84,S004_P0004,Tuesday
Clothing,West,150,81.79,10,Cloudy,1,150,S004_P0005,Tuesday
Groceries,West,347,35.73,5,Cloudy,0,107,S004_P0006,Tuesday
Groceries,West,0,25.97,20,Cloudy,1,120,S004_P0007,Tuesday
Furniture,West,108,93.91,5,Cloudy,0,75,S004_P0008,Tuesday
Clothing,West,299,143.79,15,Cloudy,1,235,S004_P0009,Tuesday
Groceries,West,0,23.58,0,Cloudy,0,57,S004_P0010,Tuesday
Clothing,West,0,55.29,10,Cloudy,0,104,S004_P0011,Tuesday
Electronics,West,163,97.47,25,Cloudy,1,117,S004_P0012,Tuesday
Groceries,West,385,21.87,20,Cloudy,1,198,S004_P0013,Tuesday
Furniture,West,246,110.34,25,Cloudy,1,28,S004_P0014,Tuesday
Furniture,West,68,103.84,0,Cloudy,0,94,S004_P0015,Tuesday
Furniture,West,218,114.25,5,Cloudy,0,80,S004_P0016,Tuesday
Clothing,West,263,67.23,20,Cloudy,1,54,S004_P0017,Tuesday
Furniture,West,133,155.02,20,Cloudy,1,113,S004_P0018,Tuesday
Clothing,West,80,53.04,10,Cloudy,0,75,S004_P0019,Tuesday
Furniture,West,111,158.31,5,Cloudy,0,150,S004_P0020,Tuesday
Groceries,North,126,12.03,0,Snowy,0,83,S005_P0001,Tuesday
Electronics,North,474,39.78,0,Snowy,0,83,S005_P0002,Tuesday
Toys,North,166,22.64,15,Snowy,1,59,S005_P0003,Tuesday
Groceries,North,150,7.04,10,Snowy,0,88,S005_P0004,Tuesday
